Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;817603313,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;400646650,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;140234469,7
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;69399,73
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;Rendimentos de Aplicações de Recursos Previdenciários;siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios;779026,62
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;275873766,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1734557412
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;1734557412
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-10>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;1734557412
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;2243053826
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1538920428
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1306643145
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;73512843,23
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;31090766,45
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;91975799,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;35697873,73
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;113139080,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;47934141,62
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;39893051,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;8041089,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;61023209,05
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;470448757,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;175870849
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;13128917,3
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;130818029
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;150630961,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;11588209,27
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;747108108,3
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;383417464,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;113139080,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2556446,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Rendimentos de Aplicações de Recursos Previdenciários;siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios;935904,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;247059213,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1495945717
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;339086,09
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;1495606631
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) (VI);siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada;370819,6
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-9>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;1495235812
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;2472860691
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1778041387
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1401922913
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;86491344,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;75351519,57
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;176493615,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;37781994,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;72314018,92
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;54463730,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;38746341,57
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;15717388,77
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;73301988,89
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;478289506,6
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;184812983,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;11353875,84
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;124899726,7
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;157222920,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;16450058,53
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;765793801,7
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;416898948,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;72314018,92
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2681373,01
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Rendimentos de Aplicações de Recursos Previdenciários;siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios;892587,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;273006874,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1707066889
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;1707066889
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-8>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;1707066889
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;2450939750
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1604688189
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1330377448
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;75389459,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;25999344,16
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;131961481,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;40960456,01
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;120976609,3
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;47830305,75
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;37394487,69
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;10435818,06
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;77585444,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;586186383,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;215754010,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;11950337,38
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;152124228,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;206357807,4
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;13672818,12
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;775454601
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;394036328,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;120976609,3
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2354154,64
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Rendimentos de Aplicações de Recursos Previdenciários;siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios;513014,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;257574494,8
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1675485149
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;42205794
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;1633279355
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) (VI);siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada;12602471
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-7>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;1620676884
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;2447991912
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1620289136
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1362003869
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;44670386,93
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;25802156,96
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;145608622,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;42204100,72
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;117515662,3
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;50756598,08
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;35033013
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;15723585,08
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;<MR-6>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;78544150,59
