Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-11>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;43918764,56
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-11>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;1394811,65
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-11>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;166338932,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-11>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1044374561
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;1770603912
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;910486314
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;732013909,5
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;81948976,96
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;3820705,51
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;80925737,06
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;11776985,04
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;201312054,7
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;42571517,26
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;41352749,98
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;1218767,28
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;482
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;266851,66
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;60400031,99
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;495810096,3
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;233028859,3
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;2316913,56
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;6984078,27
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;103154218,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;150326026,3
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;59756564,52
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;473912616,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;241807446,4
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;61815880,74
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2876800,23
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;167412489,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-10>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1296691296
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;1663630184
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;917368603,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;746313211,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;98924063,83
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;5068006,8
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;46884370,06
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;20178951,57
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;306636847,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;-18208720,42
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;-19346559,07
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;1137838,65
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;3316
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;414365,82
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;44847705,45
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;345537818,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;156877624,1
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;2316913,56
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;5825054,87
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;146855597,4
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;33662628,23
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;67030247,91
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;479937119
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;256742348,4
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;64250485,29
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2819972,36
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;156124312,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-9>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1183693065
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;1846690251
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1047889208
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;802047515,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;101968907
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;8319512,8
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;110161084,8
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;25392188,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;320374524,4
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;6722203,44
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;5628454,37
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;1093749,07
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;3612
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;285766,06
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;53939972,48
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;337421946,3
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;164492011,4
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;2316913,56
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;6219006,31
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;110332652,1
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;54061362,84
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;80053018,14
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;507114311,7
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;273399940,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;63883526,48
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2734042,67
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;167096802,3
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-8>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1339575939
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;1746726190
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;981757765,8
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;810646306,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;97852916,59
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;6672080,69
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;52713592,19
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;13872869,44
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;230262563,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;16665250,66
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;15455341,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;1209908,76
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;393646,77
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;51243915,45
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;399631392,8
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;201869681,7
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;2316913,56
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;6339757,35
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;150546262,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;38558778
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;66771654,49
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;509017174
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;264842759,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;66224346,19
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;2824453,32
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;175125614,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-7>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1237709016
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;1611929514
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;954775241,1
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;779284367,7
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;81287348,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;5476990,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;75063562,29
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;13662971,99
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;180100634,5
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;3739138,07
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;2086920,3
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;1652217,77
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;1369
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;602237,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;63856366,69
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;353922514,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;189100000,6
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;2316913,56
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;6960172,37
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;113323885,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;42221542,55
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;54932013,39
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;480908718,2
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;248241155,8
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;65065514,28
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;1542989,44
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;166059058,7
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-6>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1131020796
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;1853470739
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1186645307
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;972126990,9
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;62239426,29
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;5364961,96
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;132503469,5
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;14410458,11
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;198396249,4
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;8945763,06
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;7667252,69
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;1278510,37
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;3379,71
Governo do Estado do Mato Grosso;51;MT;3305531;<MR-5>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;687344,19
