Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-11>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;2185936530
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-11>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;2185936530
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-11>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;2185936530
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;3342312177
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;2585401686
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;2172598222
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;154918839,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;23567187,67
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;133628403,7
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;100689032,3
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;73458387,58
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;22696387,25
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;19663472,63
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;3032914,62
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;51055,67
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;2431
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;96901871,74
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;525694578,7
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;159203941,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;0
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;25963715,22
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;234050065,8
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;106476856,2
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;38105779,9
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;1086345667
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;627099900,2
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;73458387,58
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;3956987,32
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;381830391,9
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;2255966510
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;2255966510
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-10>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;2255966510
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;3113343850
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;2446853568
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;2019535150
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;182087533
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;18213356,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;133866030,5
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;93151497,75
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;80775559,22
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;20265457,83
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;12380375,56
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;7885082,27
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;67456,38
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;92,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;66413655,51
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;457786823,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;92258474,51
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;0
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;23960732,28
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;217473989
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;124093627,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;41181237,47
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;1033289586
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;601917800
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;80775559,22
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;3768733,5
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;346827492,8
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;2080054264
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;2080054264
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-9>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;2080054264
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;2616086050
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1963354591
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1554558029
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;183943390,3
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;18352578,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;130427259,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;76073332,94
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;83468665,74
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;18630489,34
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;15196641,78
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;3433847,56
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;95286,3
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;0
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;44941141,71
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;469776450,9
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;90492789,89
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;0
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;21502774,99
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;169762637,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;188018248,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;35819425,63
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;851405077,7
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;487715774,9
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;83468665,74
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;3648113,1
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;276572524
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1764680973
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF)  (IV);siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;3035227
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;1761645746
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-8>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;1761645746
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;2490567830
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;1876677313
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1414965332
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;196045997,8
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;23284881,91
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;130379818
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;112001282,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;83020612,5
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;32242928,13
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;28319653,31
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;3923274,82
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;136771,93
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;1999,8
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;48532164,61
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;423876748,2
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;94616556,51
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Transferências da LC nº 87/1996;siconfi-cor_RREO3TransferenciasDaLC871996;0
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;21439619,79
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Transferências do FUNDEB;siconfi-cor_RREO3TransferenciasDoFUNDEB;164430052
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;143390519,9
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;26079292,15
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;802559654,7
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;457124229,3
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;83020612,5
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;3769192,22
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;258645620,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;1688008175
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF)  (IV);siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;9880000
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;1678128175
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-7>;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;1678128175
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;3131681681
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;2125675224
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;1601193629
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;234030165,4
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;27563923,51
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;132037356
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;130850150,6
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;84033962,22
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;19774868,79
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;16334264,06
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;3440604,73
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;105194,68
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;3481
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;46558709,47
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;823673257,9
Governo do Estado de Santa Catarina;42;SC;7164788;<MR-6>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;76878517,25
