Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de São Paulo;35;SP;45538936;<MR-11>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;6428522303
Governo do Estado de São Paulo;35;SP;45538936;<MR-11>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;434815206
Governo do Estado de São Paulo;35;SP;45538936;<MR-11>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;17815389,22
Governo do Estado de São Paulo;35;SP;45538936;<MR-11>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;713811006
Governo do Estado de São Paulo;35;SP;45538936;<MR-11>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;15375802452
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;18917317726
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;16020908592
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;11462266563
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;2989298589
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;297910400,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;737756696,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;533676343,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;543245163,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;399421238,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;153669334
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;245751904,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;556942,87
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;9820567,85
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;236444761
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;1347085155
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;102048831
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;88306993,48
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;1156729331
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;359835304,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;5346408985
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;4381127693
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;386875528,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;14409147,91
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;563996615,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-10>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;13570908741
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;17253670892
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;14991797321
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;11495125593
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;2087928577
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;220174213,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;692066224,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;496502712,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;528231491,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;358802987,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;118691558,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;240111428,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;2888736,71
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;8338149,42
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;242393022,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;853811805,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;75710554,07
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;85285277,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;692815974,5
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;267407378,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;4959274185
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;3938137134
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;379593857,8
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;19474315,25
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;622068877,8
Governo do Estado de São Paulo;35;SP;45538936;<MR-9>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;12294396707
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;16888475599
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;14538688231
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;12220173443
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;708300246,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;399537683,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;631752190,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;578924667,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;550095751,4
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;374261490,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;129848011,8
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;244413478,5
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;1474591,76
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;12687518,69
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;245926288,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;839765641,5
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;74812884,73
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;86463188,92
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;678489567,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;325576085,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;4615798719
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;3440065828
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;383083173,4
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;27624005,67
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;765025712,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-8>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;12272676880
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;17101683108
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;14139943957
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;11914640615
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;630242758,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;274538972,8
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;722862141,4
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;597659469
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;557014209,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;524883242,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;145404899,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;379478342,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;1093847,38
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;13257242,44
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;263267880,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;1246508707
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;95570985,89
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;84663639,01
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;1066274082
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;355714021,5
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;4262017606
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;3318414078
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;396529221,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;27412262,08
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;519662045
Governo do Estado de São Paulo;35;SP;45538936;<MR-7>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;12839665501
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;16410129239
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;13583879015
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;11612038509
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;555195984
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;240430499,4
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;658632279,5
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;517581742,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;944909699,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;420100420,8
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;123148296,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;296952124,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;1142306,63
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;5575623,12
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;243152298,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;880491280,1
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;75714983,55
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;88788161,32
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;715988135,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;330878594,8
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;4151637228
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;3205530288
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;395234083,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;28986560,99
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;521886295,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-6>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;12258492011
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;17230431061
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;14151738669
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;ICMS;siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB;11960432485
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;IPVA;siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB;583809174,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;ITCD;siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB;296383564,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;IRRF;siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB;685307644
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Outros Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_OutrasReceitasTributarias;625805800,4
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Contribuições;siconfi-cor_RREO3ReceitaDeContribuicoes;556113492,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Receita Patrimonial;siconfi-cor_RREO3ReceitaPatrimonial;961358381,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Rendimentos de Aplicação Financeira;siconfi-cor_RendimentosDeAplicacaoFinanceira;140696867,9
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Outras Receitas Patrimoniais;siconfi-cor_OutrasReceitasPatrimoniais;820661513,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Receita Agropecuária;siconfi-cor_RREO3ReceitaAgropecuaria;1647205,22
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Receita Industrial;siconfi-cor_RREO3ReceitaIndustrial;13966404,89
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Receita de Serviços;siconfi-cor_RREO3ReceitaDeServicos;256896499,2
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Transferências Correntes;siconfi-cor_RREO3TransferenciasCorrentes;855019712,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Cota-Parte do FPE;siconfi-cor_RREO3CotaParteDoFPE;61775882,74
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Transferências da LC nº 61/1989;siconfi-cor_RREO3TransferenciasDaLC611989;89882291,32
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Outras Transferências Correntes;siconfi-cor_RREO3OutrasTransferenciasCorrentes;703361538,5
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Outras Receitas Correntes;siconfi-cor_RREO3OutrasReceitasCorrentes;433690696,6
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;DEDUÇÕES (II);siconfi-cor_DeducoesDaReceitaCorrenteLiquida;4559147748
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Transferências Constitucionais e Legais;siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais;3317980020
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Contrib. do Servidor para o Plano de Previdência;siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia;386195215,3
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Compensações Financ. entre Regimes Previdência;siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia;27748823,61
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;Dedução de Receita para Formação do FUNDEB;siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB;827223688,7
Governo do Estado de São Paulo;35;SP;45538936;<MR-5>;RECEITA CORRENTE LÍQUIDA (III) = (I - II);siconfi-cor_RREO3ReceitaCorrenteLiquida;12671283313
Governo do Estado de São Paulo;35;SP;45538936;<MR-4>;RECEITAS CORRENTES (I);siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;17109918690
Governo do Estado de São Paulo;35;SP;45538936;<MR-4>;Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;14094325585
